transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,month_name,year_month
T13402,U070,2023-08-12,Expense,Food,3976.0,UPI,Jaipur,Gym membership,2023,8,ago.,2023-08
T5356,U050,2021-07-17,Expense,Food,2639.0,Bank_Transfer,,Train ticket,2021,7,jul.,2021-07
T7068,U052,2022-11-28,Expense,Food,6568.0,Card,KOLKATA,misc,2022,11,nov.,2022-11
T13300,U051,2023-03-09,Income,Bonus,61069.0,Cash,AHM,Internet bill,2023,3,mar.,2023-03
T9744,U119,2024-01-20,Expense,Food,2666.0,UPI,MUM,,2024,1,ene.,2024-01
T3848,U143,2023-02-06,Expense,Utilities,5651.0,UPI,kolkata,Lunch,2023,2,feb.,2023-02
T10211,U055,2021-07-12,Income,Salary,21856.0,Crd,Kolkata,,2021,7,jul.,2021-07
T10148,U066,2023-11-16,Income,Bonus,65768.0,Crd,BANGALORE,Books,2023,11,nov.,2023-11
T2733,U138,2022-02-05,Expense,Travel,4502.0,Bank_Transfer,delhi,Uber ride,2022,2,feb.,2022-02
T5913,U129,2022-04-09,Expense,Rent,8521.0,Bank_Transfer,BANGALORE,,2022,4,abr.,2022-04
T5646,U126,2023-10-25,Expense,Travel,4831.0,Banktransfer,ahmedabad,Monthly rent payment,2023,10,oct.,2023-10
T12332,U054,2021-04-04,Expense,Rent,14036.0,Unknown,LUC,!!!,2021,4,abr.,2021-04
T9702,U022,2024-02-14,Income,Bonus,75836.0,Banktransfer,MUM,,2024,2,feb.,2024-02
T7236,U046,2023-09-18,Expense,Education,2993.0,Cash,delhi,Fixed deposit,2023,9,sep.,2023-09
T2906,U063,2024-03-21,Expense,Food,3136.0,UPI,PUN,!!!,2024,3,mar.,2024-03
T2786,U060,2024-09-15,Expense,Food,8292.0,Card,MUMBAI,,2024,9,sep.,2024-09
T5184,U138,2021-05-03,Expense,Health,168.0,Cash,PUN,Movie tickets,2021,5,may.,2021-05
T9778,U031,2021-01-20,Expense,Food,201.0,Crd,AHM,Grocery shopping,2021,1,ene.,2021-01
T10335,U145,2024-02-27,Expense,Entertainment,257.0,UPI,pune,,2024,2,feb.,2024-02
T7358,U118,2022-08-22,Expense,Food,3940.0,Card,jaipur,Train ticket,2022,8,ago.,2022-08
T5798,U013,2021-03-05,Expense,Rent,4115.0,Unknown,Hyderabad,misc,2021,3,mar.,2021-03
T13489,U016,2022-02-02,Expense,Health,6837.0,UPI,Chennai,,2022,2,feb.,2022-02
T7113,U049,2022-02-28,Expense,Rent,6367.0,UPI,PUN,ATM withdrawal,2022,2,feb.,2022-02
T7855,U124,2021-05-12,Expense,Food,3816.0,Crd,DELHI,Uber ride,2021,5,may.,2021-05
T7636,U136,2022-10-02,Expense,Entertainment,1481.0,Bank Transfer,PUNE,Monthly rent payment,2022,10,oct.,2022-10
T3196,U083,2023-01-15,Expense,Rent,35570.0,Cash,PUNE,Fixed deposit,2023,1,ene.,2023-01
T5772,U150,2021-09-29,Expense,Rent,13459.0,Bank Transfer,PUNE,Coffee,2021,9,sep.,2021-09
T10753,U090,2021-10-19,Expense,Food,937.0,Cash,LUCKNOW,Monthly rent payment,2021,10,oct.,2021-10
T13564,U146,2021-09-09,Expense,Rent,652.0,Crd,AHMEDABAD,Lunch,2021,9,sep.,2021-09
T11095,U097,2022-08-31,Expense,Food,2290.0,Bank_Transfer,JAIPUR,Fixed deposit,2022,8,ago.,2022-08
T1320,U122,2021-08-26,Expense,Entertainment,7976.0,Cash,delhi,Shopping,2021,8,ago.,2021-08
T1239,U128,2022-03-03,Expense,Education,2724.0,Bank Transfr,pune,Books,2022,3,mar.,2022-03
T8416,U130,2024-06-13,Income,Freelance,14969.0,Bank_Transfer,Lucknow,Fixed deposit,2024,6,jun.,2024-06
T7893,U099,2023-06-27,Expense,Rent,16138.0,Cash,DELHI,,2023,6,jun.,2023-06
T3635,U016,2023-09-06,Expense,Travel,6951.0,Cash,PUN,...,2023,9,sep.,2023-09
T13394,U122,2023-05-06,Expense,Food,3522.0,UPI,pune,,2023,5,may.,2023-05
T13480,U067,2021-05-04,Expense,Rent,9287.0,Cash,Mumbai,Grocery shopping,2021,5,may.,2021-05
T13563,U145,2021-03-10,Expense,Rent,3517.0,Cash,,Gym membership,2021,3,mar.,2021-03
T3517,U144,2023-06-28,Income,Others,18227.0,Crd,pune,,2023,6,jun.,2023-06
T5255,U097,2022-01-13,Expense,Entertainment,6922.0,Crd,Mumbai,asdfgh,2022,1,ene.,2022-01
T12155,U010,2022-04-22,Income,Bonus,48000.0,Cash,JAI,EMI payment,2022,4,abr.,2022-04
T8518,U126,2023-06-29,Expense,Entertainment,7890.0,Cash,Hyderabad,Restaurant dinner,2023,6,jun.,2023-06
T13794,U055,2022-06-11,Expense,Education,7055.0,Cash,chennai,xyz123,2022,6,jun.,2022-06
T12632,U084,2023-03-22,Income,Investment,49660.0,Bank_Transfer,BAN,,2023,3,mar.,2023-03
T8117,U101,2021-05-05,Expense,Rent,7157.0,UPI,JAI,Monthly rent payment,2021,5,may.,2021-05
T1095,U105,2024-06-28,Income,Freelance,32722.0,Cash,JAIPUR,Gym membership,2024,6,jun.,2024-06
T9598,U050,2022-05-18,Expense,Rent,38642.0,Crd,,Fixed deposit,2022,5,may.,2022-05
T7450,U048,2023-06-19,Expense,Rent,-1000.0,Bank Transfer,Pune,xyz123,2023,6,jun.,2023-06
T12030,U047,2022-11-27,Expense,Rent,9384.0,Bank_Transfer,Ahmedabad,Internet bill,2022,11,nov.,2022-11
T13180,U074,2022-10-07,Expense,Rent,4980.0,UPI,,Restaurant dinner,2022,10,oct.,2022-10
T2376,U130,2022-04-27,Expense,Utilities,234.0,Card,DELHI,,2022,4,abr.,2022-04
T3858,U124,2021-06-30,Expense,Education,7612.0,Crd,jaipur,Restaurant dinner,2021,6,jun.,2021-06
T6773,U027,2023-01-14,Income,Others,17938.0,Crd,Delhi,,2023,1,ene.,2023-01
T7976,U028,2021-05-25,Income,Freelance,25157.0,Cash,Hyderabad,ATM withdrawal,2021,5,may.,2021-05
T2595,U135,2022-03-16,Expense,Savings,6031.0,Crd,Mumbai,Books,2022,3,mar.,2022-03
T5225,U010,2024-07-18,Income,Others,20023.0,UPI,JAI,Uber ride,2024,7,jul.,2024-07
T4672,U075,2024-07-28,Expense,Food,715.0,Cash,CHENNAI,Medicine,2024,7,jul.,2024-07
T7966,U100,2021-10-31,Expense,Health,1112.0,Cash,,,2021,10,oct.,2021-10
T2838,U117,2023-08-16,Expense,Rent,1680.0,Card,MUM,Train ticket,2023,8,ago.,2023-08
T6666,U004,2024-09-05,Expense,Travel,7543.0,Bank_Transfer,JAIPUR,misc,2024,9,sep.,2024-09
T13386,U060,2024-06-03,Expense,Rent,25844.0,Cash,PUNE,Petrol,2024,6,jun.,2024-06
T10796,U064,2023-06-28,Expense,Food,4097.0,UPI,Mumbai,Internet bill,2023,6,jun.,2023-06
T1170,U076,2022-10-14,Expense,Entertainment,3742.0,Cash,HYD,Lunch,2022,10,oct.,2022-10
T3218,U002,2024-01-31,Expense,Education,2325.0,UPI,Mumbai,misc,2024,1,ene.,2024-01
T13477,U016,2023-11-21,Expense,Food,4050.0,Cash,kolkata,misc,2023,11,nov.,2023-11
T2051,U020,2024-11-05,Income,Others,14617.0,Banktransfer,PUNE,,2024,11,nov.,2024-11
T2246,U061,2021-01-04,Expense,Food,3765.0,Bank Transfer,Chennai,Fixed deposit,2021,1,ene.,2021-01
T5971,U030,2023-03-01,Expense,Rent,6246.0,Card,Kolkata,Petrol,2023,3,mar.,2023-03
T10930,U004,2023-11-02,Expense,Food,8926.0,Bank_Transfer,Bangalore,...,2023,11,nov.,2023-11
T8240,U047,2022-01-02,Income,Salary,36887.0,Cash,Delhi,Doctor consultation,2022,1,ene.,2022-01
T0302,U148,2022-04-30,Expense,Rent,7481.0,Bank Transfer,jaipur,Lunch,2022,4,abr.,2022-04
T5923,U077,2022-05-30,Expense,Food,3745.0,Cash,pune,EMI payment,2022,5,may.,2022-05
T10278,U122,2024-09-17,Expense,Utilities,9442.0,Cash,AHMEDABAD,,2024,9,sep.,2024-09
T4968,U103,2021-09-19,Income,Bonus,41698.0,Cash,Jaipur,Online course,2021,9,sep.,2021-09
T11862,U099,2022-09-05,Expense,Food,6945.0,Cash,Hyderabad,Gym membership,2022,9,sep.,2022-09
T12244,U018,2022-11-15,Expense,Rent,4758.0,UPI,PUN,Coffee,2022,11,nov.,2022-11
T5028,U049,2022-09-25,Expense,Travel,9829.0,Cash,pune,Grocery shopping,2022,9,sep.,2022-09
T6002,U078,2023-07-24,Expense,Travel,4834.0,Cash,AHM,,2023,7,jul.,2023-07
T11216,U030,2021-03-31,Expense,Rent,2334.0,Cash,Hyderabad,Monthly rent payment,2021,3,mar.,2021-03
T2089,U131,2021-07-19,Expense,Education,4962.0,Banktransfer,LUCKNOW,Uber ride,2021,7,jul.,2021-07
T0108,U141,2024-01-06,Expense,Travel,1441.0,Cash,Jaipur,Medicine,2024,1,ene.,2024-01
T7126,U111,2024-11-06,Expense,Rent,1612.0,Unknown,kolkata,,2024,11,nov.,2024-11
T1057,U017,2021-09-08,Expense,Utilities,3809.0,Cash,DELHI,,2021,9,sep.,2021-09
T11891,U058,2024-09-23,Expense,Utilities,3649.0,UPI,,,2024,9,sep.,2024-09
T4129,U125,2024-11-27,Expense,Rent,1113.0,Bank Transfr,LUCKNOW,Petrol,2024,11,nov.,2024-11
T0135,U030,2023-07-27,Expense,Education,9769.0,UPI,bangalore,xyz123,2023,7,jul.,2023-07
T8374,U019,2022-05-20,Expense,Travel,5754.0,UPI,BAN,Books,2022,5,may.,2022-05
T0699,U045,2024-06-25,Expense,Entertainment,2634.0,Crd,Ahmedabad,Monthly rent payment,2024,6,jun.,2024-06
T3536,U012,2024-06-09,Expense,Food,5911.0,Cash,Mumbai,test,2024,6,jun.,2024-06
T8017,U091,2024-10-08,Expense,Education,2807.0,Bank_Transfer,AHM,,2024,10,oct.,2024-10
T5820,U045,2024-05-26,Expense,Entertainment,4911.0,Card,hyderabad,...,2024,5,may.,2024-05
T6934,U058,2022-06-28,Expense,Utilities,4975.0,UPI,mumbai,Books,2022,6,jun.,2022-06
T2618,U055,2022-11-03,Expense,Rent,8690.0,Cash,,Uber ride,2022,11,nov.,2022-11
T11926,U011,2024-03-31,Expense,Entertainment,8255.0,Unknown,Chennai,Coffee,2024,3,mar.,2024-03
T9640,U072,2022-06-21,Expense,Food,999999999.0,Banktransfer,Delhi,Restaurant dinner,2022,6,jun.,2022-06
T4221,U017,2023-01-27,Income,Salary,29115.0,UPI,KOL,Petrol,2023,1,ene.,2023-01
T3271,U099,2024-11-25,Income,Freelance,63736.0,Bank Transfer,PUNE,Lunch,2024,11,nov.,2024-11
T12654,U149,2023-09-16,Expense,Utilities,3203.0,Cash,DELHI,,2023,9,sep.,2023-09
T6523,U010,2023-05-12,Income,Bonus,365282.0,Bank Transfr,AHMEDABAD,EMI payment,2023,5,may.,2023-05
T1049,U033,2022-12-06,Expense,Food,3020.0,Cash,KOLKATA,asdfgh,2022,12,dic.,2022-12
T3452,U074,2022-01-15,Expense,Rent,2944.0,Unknown,HYD,,2022,1,ene.,2022-01
T5236,U039,2024-09-06,Expense,Education,128.0,Bank_Transfer,JAIPUR,Grocery shopping,2024,9,sep.,2024-09
T4742,U054,2023-08-31,Expense,Others,8830.0,UPI,kolkata,,2023,8,ago.,2023-08
T11878,U083,2024-07-08,Expense,Rent,37972.0,Crd,Lucknow,Doctor consultation,2024,7,jul.,2024-07
T13595,U095,2021-01-04,Expense,Utilities,1837.0,Card,Lucknow,...,2021,1,ene.,2021-01
T0829,U043,2024-09-14,Expense,Food,8956.0,Card,Kolkata,Movie tickets,2024,9,sep.,2024-09
T0588,U039,2024-08-22,Expense,Food,4755.0,Cash,LUCKNOW,,2024,8,ago.,2024-08
T10358,U098,2024-02-07,Expense,Rent,6826.0,Banktransfer,,...,2024,2,feb.,2024-02
T13794,U016,2023-12-26,Expense,Education,523.0,Unknown,pune,,2023,12,dic.,2023-12
T5543,U013,2021-11-30,Income,Freelance,79300.0,Bank Transfer,LUCKNOW,,2021,11,nov.,2021-11
T9999,U013,2023-03-20,Expense,Travel,8520.0,Crd,,asdfgh,2023,3,mar.,2023-03
T9785,U057,2022-06-21,Expense,Travel,8025.0,Cash,LUC,misc,2022,6,jun.,2022-06
T3949,U062,2023-02-22,Expense,Travel,3148.0,UPI,JAIPUR,ATM withdrawal,2023,2,feb.,2023-02
T7668,U079,2022-08-05,Expense,Entertainment,3054.0,Cash,JAI,Shopping,2022,8,ago.,2022-08
T10319,U082,2021-09-01,Expense,Education,4117.0,Crd,mumbai,Electricity bill,2021,9,sep.,2021-09
T8853,U124,2022-12-17,Expense,Entertainment,7277.0,Bank Transfr,MUM,Lunch,2022,12,dic.,2022-12
T9202,U041,2021-03-17,Expense,Travel,3328.0,UPI,Jaipur,,2021,3,mar.,2021-03
T2174,U021,2023-12-15,Expense,Travel,8920.0,Cash,BANGALORE,xyz123,2023,12,dic.,2023-12
T0818,U046,2022-03-05,Expense,Food,2303.0,UPI,PUN,Shopping,2022,3,mar.,2022-03
T11725,U139,2022-05-06,Expense,Food,3780.0,Card,kolkata,Doctor consultation,2022,5,may.,2022-05
T1331,U100,2021-10-28,Expense,Utilities,4708.0,Bank Transfr,JAIPUR,Doctor consultation,2021,10,oct.,2021-10
T9549,U050,2023-02-16,Expense,Utilities,9318.0,Card,KOL,,2023,2,feb.,2023-02
T6354,U148,2024-03-14,Expense,Education,3707.0,Bank Transfr,AHMEDABAD,Uber ride,2024,3,mar.,2024-03
T7801,U071,2022-02-21,Expense,Education,9174.0,Bank Transfr,JAIPUR,Gym membership,2022,2,feb.,2022-02
T0219,U061,2024-06-22,Expense,Food,5108.0,UPI,Hyderabad,Internet bill,2024,6,jun.,2024-06
T13944,U041,2021-11-11,Expense,Education,3615.0,Bank_Transfer,KOLKATA,Lunch,2021,11,nov.,2021-11
T1014,U094,2021-01-22,Expense,Education,5264.0,UPI,,Gym membership,2021,1,ene.,2021-01
T1648,U123,2021-09-14,Expense,Health,5968.0,Bank_Transfer,Chennai,Fixed deposit,2021,9,sep.,2021-09
T10292,U005,2022-12-05,Income,Investment,44839.0,Banktransfer,JAI,,2022,12,dic.,2022-12
T11536,U111,2022-07-16,Expense,Savings,7364.0,Card,Lucknow,EMI payment,2022,7,jul.,2022-07
T3903,U069,2024-12-09,Expense,Food,5414.0,Cash,Mumbai,,2024,12,dic.,2024-12
T10447,U067,2022-11-22,Expense,Rent,5930.0,Cash,Ahmedabad,Restaurant dinner,2022,11,nov.,2022-11
T8328,U020,2024-10-05,Expense,Utilities,4435.0,Bank Transfer,JAIPUR,Monthly rent payment,2024,10,oct.,2024-10
T6366,U087,2021-05-23,Expense,Rent,7979.0,Bank Transfer,kolkata,Shopping,2021,5,may.,2021-05
T7025,U126,2023-07-23,Income,Investment,79771.0,Cash,,misc,2023,7,jul.,2023-07
T3966,U143,2023-12-09,Expense,Unknown,6278.0,UPI,,!!!,2023,12,dic.,2023-12
T11962,U136,2022-06-16,Expense,Savings,6042.0,Crd,PUN,ATM withdrawal,2022,6,jun.,2022-06
T7751,U048,2022-03-30,Expense,Savings,8824.0,Cash,Jaipur,Books,2022,3,mar.,2022-03
T8426,U070,2023-02-17,Expense,Education,6111.0,Bank Transfer,,asdfgh,2023,2,feb.,2023-02
T1483,U023,2022-11-19,Expense,Rent,4489.0,Cash,Mumbai,Movie tickets,2022,11,nov.,2022-11
T0633,U069,2021-07-07,Expense,Entertainment,1097.0,Banktransfer,MUM,,2021,7,jul.,2021-07
T4827,U140,2023-04-30,Expense,Rent,32922.0,Unknown,,...,2023,4,abr.,2023-04
T0267,U011,2024-03-02,Expense,Health,6536.0,Cash,pune,Shopping,2024,3,mar.,2024-03
T6514,U033,2023-09-27,Expense,Rent,6946.0,Crd,lucknow,,2023,9,sep.,2023-09
T8728,U002,2023-04-25,Expense,Entertainment,1733.0,Bank_Transfer,BANGALORE,Restaurant dinner,2023,4,abr.,2023-04
T8184,U106,2024-10-10,Expense,Food,9374.0,UPI,,Electricity bill,2024,10,oct.,2024-10
T11152,U125,2024-07-23,Expense,Food,5006.0,Crd,LUCKNOW,Petrol,2024,7,jul.,2024-07
T7278,U111,2022-01-26,Expense,Food,2250.0,Cash,MUM,,2022,1,ene.,2022-01
T0695,U116,2024-11-28,Expense,Food,2463.0,Cash,,Restaurant dinner,2024,11,nov.,2024-11
T4495,U057,2021-10-11,Expense,Food,5594.0,Cash,HYD,!!!,2021,10,oct.,2021-10
T8668,U121,2021-05-04,Expense,Food,4697.0,Bank Transfer,,Medicine,2021,5,may.,2021-05
T11880,U144,2022-08-09,Expense,Travel,485.0,Cash,,Coffee,2022,8,ago.,2022-08
T2842,U048,2021-04-06,Expense,Food,6661.0,UPI,BAN,Fixed deposit,2021,4,abr.,2021-04
T5712,U132,2024-05-19,Income,Investment,23760.0,Banktransfer,jaipur,Fixed deposit,2024,5,may.,2024-05
T3714,U135,2023-10-29,Income,Salary,63400.0,Bank Transfer,jaipur,Internet bill,2023,10,oct.,2023-10
T13112,U119,2021-02-14,Expense,Utilities,1245.0,Card,CHENNAI,Grocery shopping,2021,2,feb.,2021-02
T2834,U012,2024-07-13,Expense,Food,1022.0,Cash,CHENNAI,Fixed deposit,2024,7,jul.,2024-07
T8822,U042,2021-06-19,Expense,Rent,4893.0,Banktransfer,,Movie tickets,2021,6,jun.,2021-06
T4246,U119,2021-02-14,Income,Freelance,10833.0,UPI,jaipur,EMI payment,2021,2,feb.,2021-02
T11773,U003,2023-03-25,Expense,Health,5749.0,UPI,LUC,Lunch,2023,3,mar.,2023-03
T10518,U087,2021-01-10,Expense,Utilities,2990.0,Card,pune,asdfgh,2021,1,ene.,2021-01
T5104,U028,2022-11-12,Expense,Utilities,2442.0,UPI,DELHI,Fixed deposit,2022,11,nov.,2022-11
T7391,U082,2023-09-06,Expense,Rent,20047.0,Cash,Pune,,2023,9,sep.,2023-09
T2481,U006,2024-04-03,Expense,Utilities,2965.0,UPI,AHMEDABAD,Petrol,2024,4,abr.,2024-04
T2213,U067,2021-09-21,Expense,Travel,924.0,Cash,HYD,,2021,9,sep.,2021-09
T4915,U049,2021-01-28,Income,Freelance,59537.0,Bank Transfr,,...,2021,1,ene.,2021-01
T0674,U138,2024-05-20,Expense,Utilities,8947.0,Banktransfer,Lucknow,Medicine,2024,5,may.,2024-05
T3280,U082,2022-01-31,Income,Bonus,51115.0,Cash,MUMBAI,Monthly rent payment,2022,1,ene.,2022-01
T4113,U038,2022-09-03,Expense,Food,4224.0,Card,Lucknow,Online course,2022,9,sep.,2022-09
T6140,U094,2024-02-14,Expense,Education,9390.0,Bank Transfr,Jaipur,test,2024,2,feb.,2024-02
T13890,U090,2023-09-16,Expense,Education,801.0,Cash,mumbai,...,2023,9,sep.,2023-09
T2359,U115,2024-12-22,Expense,Others,3554.0,Card,,Petrol,2024,12,dic.,2024-12
T12649,U086,2021-03-19,Expense,Travel,7457.0,Crd,Delhi,Books,2021,3,mar.,2021-03
T5581,U047,2024-08-05,Expense,Rent,5330.0,Bank Transfr,PUNE,,2024,8,ago.,2024-08
T8917,U103,2021-12-05,Expense,Health,9357.0,Card,LUC,EMI payment,2021,12,dic.,2021-12
T9166,U051,2021-02-19,Income,Freelance,47673.0,Crd,MUM,Medicine,2021,2,feb.,2021-02
T4327,U033,2021-07-21,Expense,Entertainment,6763.0,Cash,AHMEDABAD,Uber ride,2021,7,jul.,2021-07
T2218,U081,2024-09-21,Expense,Entertainment,2959.0,Bank Transfr,PUNE,,2024,9,sep.,2024-09
T3245,U052,2021-05-07,Expense,Health,3194.0,Bank_Transfer,Ahmedabad,,2021,5,may.,2021-05
T6434,U044,2022-10-25,Expense,Rent,3671.0,Crd,,,2022,10,oct.,2022-10
T9358,U048,2024-08-04,Expense,Food,9974.0,UPI,Jaipur,Online course,2024,8,ago.,2024-08
T7336,U086,2023-07-27,Expense,Health,7298.0,Cash,lucknow,,2023,7,jul.,2023-07
T5016,U010,2024-04-17,Expense,Food,103.0,Card,Jaipur,,2024,4,abr.,2024-04
T10565,U068,2023-05-21,Income,Investment,44561.0,Cash,,Restaurant dinner,2023,5,may.,2023-05
T5863,U108,2021-12-18,Expense,Food,1411.0,Bank Transfer,,,2021,12,dic.,2021-12
T11751,U045,2021-04-14,Expense,Food,3661.0,UPI,Hyderabad,!!!,2021,4,abr.,2021-04
T6167,U066,2023-09-08,Expense,Utilities,6911.0,Banktransfer,CHENNAI,Petrol,2023,9,sep.,2023-09
T10267,U128,2021-10-19,Expense,Rent,6484.0,UPI,JAI,Fixed deposit,2021,10,oct.,2021-10
T7398,U111,2024-05-23,Expense,Entertainment,1516.0,Bank Transfr,ahmedabad,Grocery shopping,2024,5,may.,2024-05
T9745,U075,2024-01-01,Expense,Travel,6332.0,Cash,BANGALORE,Internet bill,2024,1,ene.,2024-01
T3580,U023,2024-09-16,Expense,Food,2207.0,Banktransfer,Bangalore,,2024,9,sep.,2024-09
T1803,U012,2023-10-23,Expense,Food,846.0,Bank_Transfer,Ahmedabad,Medicine,2023,10,oct.,2023-10
T2068,U145,2024-05-03,Expense,Entertainment,6812.0,UPI,delhi,asdfgh,2024,5,may.,2024-05
T3627,U077,2022-10-23,Expense,Food,4750.0,Cash,Hyderabad,Train ticket,2022,10,oct.,2022-10
T2946,U130,2023-05-25,Expense,Food,4677.0,Bank Transfer,LUCKNOW,Grocery shopping,2023,5,may.,2023-05
T8882,U091,2023-01-26,Income,Investment,40368.0,Card,,Internet bill,2023,1,ene.,2023-01
T8475,U115,2024-02-11,Expense,Others,9909.0,Card,kolkata,Books,2024,2,feb.,2024-02
T4085,U125,2021-08-24,Expense,Unknown,3379.0,Crd,Hyderabad,Doctor consultation,2021,8,ago.,2021-08
T0836,U084,2021-07-15,Expense,Travel,8692.0,Cash,hyderabad,!!!,2021,7,jul.,2021-07
T11650,U071,2021-08-20,Expense,Food,2667.0,Crd,,,2021,8,ago.,2021-08
T4003,U132,2022-07-30,Expense,Food,247.0,UPI,hyderabad,Lunch,2022,7,jul.,2022-07
T4154,U147,2022-05-19,Expense,Savings,0.0,UPI,LUCKNOW,Grocery shopping,2022,5,may.,2022-05
T1554,U070,2024-12-03,Expense,Education,3351.0,Cash,Hyderabad,,2024,12,dic.,2024-12
T13905,U047,2022-07-18,Expense,Education,161.0,Card,CHE,!!!,2022,7,jul.,2022-07
T4814,U074,2024-06-18,Expense,Travel,7718.0,UPI,LUC,,2024,6,jun.,2024-06
T11759,U004,2024-12-26,Expense,Health,9384.0,UPI,JAIPUR,Grocery shopping,2024,12,dic.,2024-12
T10443,U025,2021-03-04,Expense,Education,1994.0,Card,KOL,Internet bill,2021,3,mar.,2021-03
T13797,U079,2021-10-30,Income,Freelance,26214.0,Bank_Transfer,chennai,Shopping,2021,10,oct.,2021-10
T4927,U149,2024-09-25,Expense,Savings,7003.0,Cash,delhi,,2024,9,sep.,2024-09
T1874,U109,2021-10-15,Expense,Entertainment,5518.0,Bank Transfr,KOL,,2021,10,oct.,2021-10
T9105,U027,2024-04-13,Expense,Savings,319.0,Unknown,,Lunch,2024,4,abr.,2024-04
T6032,U080,2021-09-28,Expense,Rent,3723.0,Crd,delhi,,2021,9,sep.,2021-09
T5220,U131,2021-10-18,Expense,Rent,8777.0,Bank Transfr,Chennai,Lunch,2021,10,oct.,2021-10
T12087,U048,2024-04-10,Expense,Food,1793.0,Cash,delhi,Coffee,2024,4,abr.,2024-04
T1933,U130,2022-11-09,Expense,Others,927.0,UPI,MUM,Fixed deposit,2022,11,nov.,2022-11
T0192,U150,2022-05-13,Expense,Food,2639.0,Cash,MUM,Electricity bill,2022,5,may.,2022-05
T6656,U007,2021-03-25,Expense,Savings,-500.0,Banktransfer,hyderabad,ATM withdrawal,2021,3,mar.,2021-03
T11924,U034,2023-10-06,Expense,Travel,4941.0,UPI,mumbai,,2023,10,oct.,2023-10
T13806,U132,2023-03-15,Expense,Rent,3257.0,Bank Transfr,Lucknow,asdfgh,2023,3,mar.,2023-03
T0809,U113,2024-08-14,Expense,Entertainment,3659.0,Cash,bangalore,Books,2024,8,ago.,2024-08
T6852,U118,2023-12-11,Income,Salary,12315.0,Bank Transfr,lucknow,,2023,12,dic.,2023-12
T7894,U126,2024-09-18,Expense,Travel,5673.0,Card,ahmedabad,,2024,9,sep.,2024-09
T9687,U146,2022-08-01,Expense,Rent,3249.0,Unknown,HYDERABAD,Grocery shopping,2022,8,ago.,2022-08
T1250,U047,2024-01-03,Expense,Entertainment,1183.0,Cash,KOLKATA,Medicine,2024,1,ene.,2024-01
T8898,U103,2023-08-08,Expense,Unknown,9334.0,Bank Transfer,Bangalore,Lunch,2023,8,ago.,2023-08
T12491,U036,2021-04-25,Expense,Utilities,9735.0,Bank Transfer,bangalore,Medicine,2021,4,abr.,2021-04
T9977,U134,2024-02-12,Expense,Utilities,2182.0,Banktransfer,jaipur,Gym membership,2024,2,feb.,2024-02
T11189,U028,2022-10-07,Expense,Savings,4615.0,UPI,KOL,EMI payment,2022,10,oct.,2022-10
T12965,U124,2024-05-25,Expense,Food,1969.0,Cash,JAIPUR,xyz123,2024,5,may.,2024-05
T1673,U019,2023-08-23,Expense,Utilities,4276.0,Card,Bangalore,Uber ride,2023,8,ago.,2023-08
T3812,U091,2024-05-03,Expense,Travel,452.0,Card,,ATM withdrawal,2024,5,may.,2024-05
T4208,U106,2022-04-14,Income,Investment,32710.0,UPI,HYD,Movie tickets,2022,4,abr.,2022-04
T6449,U020,2022-11-13,Expense,Rent,2249.0,Unknown,Jaipur,Petrol,2022,11,nov.,2022-11
T11239,U051,2021-07-04,Income,Others,39950.0,Crd,MUM,Movie tickets,2021,7,jul.,2021-07
T10745,U068,2022-12-10,Expense,Food,805.0,Card,HYD,Petrol,2022,12,dic.,2022-12
T9941,U101,2023-03-11,Expense,Food,3744.0,Banktransfer,Jaipur,asdfgh,2023,3,mar.,2023-03
T7258,U012,2022-12-24,Expense,Rent,5272.0,Cash,hyderabad,Lunch,2022,12,dic.,2022-12
T12479,U016,2023-01-23,Expense,Health,5947.0,UPI,jaipur,Restaurant dinner,2023,1,ene.,2023-01
T7096,U001,2023-12-31,Expense,Health,4635.0,Bank Transfer,,Doctor consultation,2023,12,dic.,2023-12
T4981,U085,2021-01-19,Expense,Others,3440.0,UPI,HYD,Fixed deposit,2021,1,ene.,2021-01
T10983,U062,2021-06-23,Expense,Food,2422.0,Crd,DEL,Online course,2021,6,jun.,2021-06
T10001,U136,2022-06-04,Expense,Unknown,6097.0,UPI,Delhi,Train ticket,2022,6,jun.,2022-06
T5799,U097,2021-02-14,Income,Salary,76175.0,UPI,Lucknow,,2021,2,feb.,2021-02
T0764,U017,2022-07-04,Income,Freelance,41380.0,UPI,jaipur,!!!,2022,7,jul.,2022-07
T4582,U147,2024-12-15,Expense,Food,707.0,Bank Transfer,LUC,Doctor consultation,2024,12,dic.,2024-12
T12402,U096,2023-04-23,Expense,Rent,9790.0,Card,KOLKATA,Grocery shopping,2023,4,abr.,2023-04
T12575,U063,2022-05-27,Expense,Food,6979.0,Unknown,DELHI,Gym membership,2022,5,may.,2022-05
T1701,U040,2022-01-07,Income,Others,12487.0,Card,jaipur,Movie tickets,2022,1,ene.,2022-01
T5393,U064,2024-09-19,Expense,Rent,5461.0,Cash,BANGALORE,Fixed deposit,2024,9,sep.,2024-09
T4804,U132,2023-12-24,Expense,Education,939.0,Cash,Jaipur,Grocery shopping,2023,12,dic.,2023-12
T8561,U048,2021-07-22,Expense,Utilities,7737.0,Cash,DEL,Uber ride,2021,7,jul.,2021-07
